%time;field.orientation.x;field.orientation.y;field.orientation.z;field.orientation.w;field.angular_velocity.x;field.angular_velocity.y;field.angular_velocity.z;field.linear_acceleration.x;field.linear_acceleration.y;field.linear_acceleration.z
1441927258481110000;0.0185170827;0.0138061741;0.5957571538;0.8028324364;-0.0393193678;-0.0685620456;0.0237445236;0.7004904777;0.1598853949;8.4170250058
1441927258501350000;0.0178374047;0.0125853238;0.5964429662;0.8023585388;-0.1261227726;-0.0504495376;0.107507826;0.7708672345;0.1517873799;8.4542215347
1441927258521090000;0.0170818191;0.0115259027;0.5968777256;0.8020675443;-0.101060546;-0.0254757572;0.0593073362;0.7141620085;0.0699802131;8.4054955363
1441927258541230000;0.0160389645;0.0103857753;0.5974588411;0.8016718908;-0.1416104607;-0.0161404923;0.0521376447;0.6666496769;0.2487794783;8.3859939218
1441927258561110000;0.0151907264;0.0095247165;0.5978511535;0.8014065883;-0.1324022733;-0.0120176298;0.0486417423;0.6706472129;0.1371469766;8.4737996697
1441927258581370000;0.0138909824;0.0080590952;0.5985024087;0.8009600229;-0.146890527;-0.015757097;0.0833793287;0.7998572379;0.1781942617;8.4827151775
1441927258601140000;0.0130830818;0.0066065244;0.5990381753;0.8005863173;-0.1572690654;-0.0950717543;0.0465244668;0.6562293887;0.1963978764;8.4374501228
1441927258621080000;0.0123136047;0.0046672454;0.5995470304;0.8002311855;-0.1773134305;-0.1445835138;0.0664482406;0.7052785546;0.1896888297;8.5310019136
1441927258640810000;0.0118039882;0.0029482261;0.5997834985;0.8000698274;-0.1836359579;-0.1615907101;0.0158525703;0.6011655189;0.2953428615;8.4821135283
1441927258660940000;0.0111608208;0.00037923;0.6002905847;0.7997040116;-0.118901578;-0.1516422222;0.0747949202;0.5507159121;0.2763710853;8.4592146397
1441927258680860000;0.0112072518;-0.0012181684;0.6006356803;0.7994433646;-0.0576902648;-0.1251010758;0.0340369046;0.6214424506;0.2454561509;8.4676938057
1441927258700940000;0.0114982658;-0.0017142704;0.6010759808;0.7991073247;0.0086126124;-0.0505196911;0.0416710971;0.6789170429;0.1644569986;8.4909554362
1441927258720960000;0.0119269539;-0.0016791877;0.6016347141;0.7986805362;0.0668286024;-0.0128869438;0.0881791106;0.671001631;0.2253974266;8.5111463189
1441927258740950000;0.0125941571;-0.0010106537;0.6017750591;0.7985656792;0.1227345659;0.0514602946;0.0401881492;0.7877814651;0.12935926;8.5197504878
1441927258761320000;0.0131025396;0.0003038478;0.6019333954;0.7984387382;0.1309585404;0.0449976932;-0.0281858003;0.6299338833;0.2333784431;8.7185984969
1441927258781320000;0.0136363794;0.0015860871;0.6022286267;0.7982056218;0.1944674501;0.0770910977;0.0961134996;0.7848371074;0.097795709;8.6478591442
1441927258801230000;0.0139613965;0.0023621627;0.6025382111;0.7979644126;0.1687964749;0.0526695861;0.0704593689;0.8461463377;-0.0483979024;8.7266839624
1441927258821310000;0.0139530085;0.0060683621;0.6027631784;0.7977750556;0.1220188413;0.1462656329;-0.032325241;0.6884458825;0.1140123021;8.6763755679
1441927258841250000;0.0134227288;0.0085963414;0.6035164855;0.7971911847;0.0904747554;0.263837969;0.0482330011;0.6650125191;-0.0018193781;8.7922555566
1441927258861380000;0.0122159786;0.0105950907;0.6035333513;0.7971737626;0.0266613486;0.2630563645;0.0465871468;0.6918852136;0.2568514358;8.7708345056
1441927258881360000;0.01076157;0.0121520359;0.6038886935;0.7969033583;-0.0124795759;0.1551047644;0.0451827954;0.8492499426;0.0727874245;8.8756634235
1441927258901290000;0.009376286;0.0130508114;0.6043177456;0.7965813355;-0.0662363778;0.1494628576;-0.030612171;0.8146938071;0.2890016861;9.0274998426
1441927258921320000;0.007914451;0.0131146518;0.6043602736;0.7965638876;-0.1291249291;0.0886458545;0.0332713206;0.5794778511;0.0872843247;8.8903261423
1441927258941420000;0.0071158583;0.0120425894;0.6046180107;0.7963927434;-0.1052353007;-0.1056453359;0.0480315705;0.6092264876;0.2705309618;9.0209529638
1441927258961390000;0.0058638878;0.0107192236;0.6046214015;0.7964192827;-0.2014373421;-0.0006343215;-0.0306590052;0.7166245356;0.1923603095;9.0932402492
1441927258981390000;0.004188834;0.0085863397;0.6041604358;0.7968054319;-0.2635099008;-0.0879887695;-0.0197985178;0.5599120192;0.2062636103;9.2420660853
1441927259001110000;0.0026853075;0.005603211;0.6038175488;0.7970983383;-0.3326124058;-0.1770440018;-0.0867681512;0.8206308588;0.2646205243;9.3322503924
1441927259021270000;0.0013693533;0.0023836063;0.6037538018;0.7971660994;-0.3207187951;-0.1680089948;-0.0212182635;0.805874753;0.2807298481;9.3931005001
1441927259041490000;8.07375625539e-05;-0.0014378437;0.6031584295;0.7976201069;-0.3255900496;-0.2092292021;-0.0432022816;0.7309566393;0.2675451312;9.3332288027
1441927259061380000;-0.0012542503;-0.0053637055;0.6024145972;0.7981643381;-0.3665626495;-0.2635459034;-0.1247343169;0.6155023322;0.3012784895;9.3252730131
1441927259081380000;-0.0028443828;-0.0087973673;0.6017298737;0.7986461512;-0.3590764038;-0.1442886353;-0.1272942389;0.582716462;0.3775644243;9.4808665276
1441927259101290000;-0.004580839;-0.0116349673;0.6010156843;0.7991394063;-0.3022919176;-0.0840994225;-0.0122233039;0.6881349087;0.3091477372;9.4827655196
1441927259121270000;-0.0064267022;-0.0138938298;0.6003210709;0.7996125755;-0.2804086898;-0.0726173533;-0.1135911017;0.6102746278;0.3073779829;9.4261106014
1441927259141510000;-0.0081817348;-0.015053778;0.5996434083;0.8000838868;-0.2076297575;0.0340249661;-0.0466526148;0.6193661034;0.2028340999;9.4845254898
1441927259161160000;-0.0095048534;-0.0156783587;0.5993540893;0.8002740296;-0.1187218646;0.0038246262;-0.0690833635;0.5951254785;0.3093140669;9.4140852094
1441927259181370000;-0.0104999761;-0.0156536443;0.5987099595;0.8007440904;-0.1135647114;0.1036274089;-0.0634239008;0.6151041776;0.223992331;9.4064214826
1441927259201240000;-0.0120861118;-0.0153665875;0.5975253061;0.8016116906;-0.0861049242;0.0816260615;-0.0547652234;0.6576485217;0.2772812989;9.4701367259
1441927259221430000;-0.0126628485;-0.0150371283;0.5968812908;0.802088687;-0.0407687349;0.0739431082;-0.0394762155;0.648161009;0.336261858;9.3959726453
1441927259241170000;-0.0123689641;-0.015099924;0.5964670263;0.8024002041;-0.039663935;-0.0823428097;-0.1116016538;0.7669531554;0.2676730365;9.3933405757
1441927259261330000;-0.0118198532;-0.0157179795;0.5954860369;0.8031249069;-0.0339968385;-0.1310255272;-0.1506354808;0.5157651998;0.3248302296;9.2364304423
1441927259281170000;-0.0118652213;-0.0162921853;0.5950230194;0.8034559027;-0.1159167654;-0.1454214941;-0.1464795513;0.6411417186;0.2310481474;9.2108492494
1441927259301160000;-0.0119075158;-0.0179477829;0.5941517209;0.8040645625;-0.0894238637;-0.0741778492;-0.0870993153;0.7453462064;0.2559288643;9.3443207622
1441927259321130000;-0.0118260597;-0.0190645877;0.5936150946;0.8044363277;-0.1013304408;-0.1820862146;-0.1265776738;0.6878391221;0.4062619999;9.2101482987
1441927259341400000;-0.0114962571;-0.0205364827;0.5929821103;0.8048716083;-0.0677618448;-0.1484361924;-0.0693317949;0.6005179062;0.3362552136;9.2568871021
1441927259361170000;-0.0110705594;-0.0225277216;0.5921956722;0.8054031477;-0.0942528489;-0.1237003529;-0.0323485437;0.6865345508;0.3311933644;9.2588112116
1441927259381410000;-0.0110008257;-0.0235544766;0.5914083795;0.8059530365;-0.1181758916;-0.1289333229;-0.1801221;0.5851279877;0.2630911559;9.156520319
1441927259401100000;-0.010108611;-0.0247799975;0.5909885213;0.8062359055;0.0304172629;-0.1510899159;-0.1290564276;0.6845380098;0.2695412342;9.2049285531
1441927259421470000;-0.0090604814;-0.0247349606;0.5909523901;0.8062762318;0.086324144;-0.0390085561;-0.0161602351;0.6386615947;0.3506799012;9.1289420009
1441927259441170000;-0.0075933146;-0.024040435;0.5903638929;0.8067433749;0.1645697886;-0.0685130351;-0.0551311376;0.5516147718;0.3054956019;9.000463593
1441927259461320000;-0.0057096631;-0.0228579651;0.5900740221;0.8070053046;0.1919675242;-0.0498705955;-0.0665949308;0.7150017619;0.2461405817;8.8484823108
1441927259481340000;-0.0039143449;-0.0216134921;0.5902622184;0.8069126647;0.290980607;-0.0476868243;-0.0035909489;0.6946830288;0.328678631;8.9008222938
1441927259501300000;-0.0005912965;-0.0190006142;0.5904565787;0.8068454968;0.38049997;0.0221425198;-0.0061300137;0.599776943;0.2237626601;8.6998883724
1441927259521410000;0.0022515977;-0.0157634763;0.5905801157;0.8068218949;0.4455639577;0.0863124344;0.0169159414;0.5876070894;0.1840474185;8.5174122334
1441927259541440000;0.0041571767;-0.012649331;0.5906736901;0.8068006594;0.45578254;0.1892761669;0.0652877681;0.5729144342;0.1544427689;8.4720531344
1441927259561150000;0.0069673992;-0.0067522688;0.5908163098;0.8067477613;0.4510422798;0.2540750202;0.0755942431;0.6530640855;0.1653953232;8.5349506021
1441927259581090000;0.0083312753;-0.0019668927;0.5909376337;0.8066718256;0.3686305608;0.3223024771;0.0032242909;0.6790548235;0.0055687344;8.5388180971
1441927259601390000;0.0084125717;0.002648723;0.5910810982;0.8065639145;0.2321119975;0.3507309892;-0.0344755646;0.587986479;0.1588207532;8.5336923957
1441927259621360000;0.008239536;0.0067672692;0.591320845;0.8063659048;0.2101718446;0.335913161;0.0137487729;0.59150704;0.2785563171;8.6579580903
1441927259641490000;0.0078582536;0.0098815517;0.5916526189;0.8060941517;0.1570851076;0.2693449866;0.0697508141;0.7266758025;0.0893817278;8.6499234438
1441927259661200000;0.0073997304;0.0126521431;0.592161338;0.8056861157;0.131848677;0.2154135615;0.0639207675;0.6873992756;0.2278724395;8.5361211896
1441927259681170000;0.0064727074;0.0146915577;0.5922484334;0.8055954663;0.0817278609;0.2411307924;0.0211054911;0.6954084396;0.1548083585;8.5230017304
1441927259701370000;0.0060588664;0.0164280214;0.5924210152;0.8054382353;0.0563603113;0.174468775;0.0162800326;0.7075614631;0.1752947357;8.4613110662
1441927259721450000;0.0059718616;0.0179909366;0.5929305837;0.8050304255;0.1194022357;0.1157833909;0.0914818381;0.6391834378;0.1336161204;8.4631668329
1441927259741540000;0.0060665447;0.019430988;0.5930881884;0.8048801368;0.1102682923;0.1229361589;0.0040881931;0.6246660203;0.2024957269;8.3849343181
1441927259761370000;0.006319294;0.0209344317;0.5932614104;0.8047128152;0.1463104739;0.1066923244;0.0327560302;0.6235467628;0.1628367621;8.3247355104
1441927259781350000;0.0066526621;0.0219326709;0.5933909317;0.8045880326;0.0926942339;0.0614032231;-0.0089988712;0.61490594;0.3558063328;8.4470969558
1441927259801180000;0.0069470576;0.0227258927;0.5937855431;0.8042723425;0.0940146374;0.0665077789;0.0647237314;0.5316603869;0.0389349184;8.6139302135
1441927259821310000;0.007186122;0.0226269084;0.5936403834;0.8043801824;-0.0022670715;-0.0115449489;-0.0089628228;0.5786774531;0.118923237;8.5468766928
1441927259841280000;0.0074581614;0.022929726;0.5937767335;0.804268484;0.0769236931;0.0354533317;0.0861932247;0.5311396755;0.1633088268;8.6031939864
1441927259861410000;0.0077631304;0.0229095574;0.5939095576;0.804168094;0.001010811;-0.0185008343;-0.0502403089;0.4570292614;0.3580261923;8.5704257131
1441927259881140000;0.0081587891;0.0231627934;0.5940398734;0.8040606619;0.0185052743;0.0527272061;-0.0671791576;0.6496447608;0.1720712572;8.3183924913
1441927259901250000;0.008437717;0.0238696221;0.5940708405;0.8040142303;0.1041127783;0.0573294231;0.0196815967;0.6858528033;0.1356960271;8.3254323721
1441927259921170000;0.0083758106;0.0238919157;0.5941615619;0.8039471752;0.0372450566;0.0114061836;0.0266525373;0.6436312616;0.1354523189;8.3193428636
1441927259941250000;0.0083933282;0.0239652524;0.594348407;0.8038066869;-0.0050246978;-0.0265619149;0.0130116047;0.6073590383;0.1753868632;8.332454145
1441927259961350000;0.0080326596;0.0237868241;0.5940613594;0.8040278382;-0.0312947974;0.0144640501;-0.0879821865;0.5445342213;0.2457091685;8.2367971659
1441927259981290000;0.0080732095;0.0231395768;0.5942796232;0.8038850121;-0.0094275475;-0.0176846878;0.0792436642;0.7173086196;0.1603211343;8.339104414
1441927260001180000;0.0080333446;0.0221126088;0.5946922182;0.8036091485;-0.0545482715;-0.0759737519;0.0047371092;0.7561765507;0.1067610409;8.4760199308
1441927260021250000;0.0080134988;0.0211298957;0.5946530253;0.8036647876;-0.0311671508;-0.0424468052;-0.0254599967;0.7434961349;0.1283472991;8.493132472
1441927260041130000;0.0076094008;0.0202803335;0.5947852096;0.8035927822;-0.0460796856;-0.0950713048;0.1072216859;0.4857562259;-0.0523044152;8.4742050529
1441927260061320000;0.007457936;0.0188207126;0.5951778304;0.8033389759;-0.1167070834;-0.063152662;0.0426710558;0.7529937238;0.1633039165;8.3842538118
1441927260081380000;0.0073355865;0.017661822;0.5954754729;0.8031458214;-0.1059631509;-0.1431310424;0.0466404849;0.4455293998;0.0268853308;8.4376972079
1441927260101370000;0.0071005614;0.0163942158;0.5956619348;0.8030365316;-0.1164784427;-0.1085624794;0.0455221071;0.5451080881;0.3094276793;8.3979649901
1441927260121150000;0.006007108;0.0136195129;0.5958657246;0.8029461138;-0.2082127734;-0.1264701153;0.0535561525;0.5798316851;0.3317549646;8.4001396895
1441927260141550000;0.0049374457;0.0113221592;0.5963232019;0.8026494061;-0.2034058842;-0.0759182998;0.0570525251;0.626712358;0.2732787795;8.6330013275
1441927260161250000;0.0040788531;0.0091980887;0.5965877141;0.802484802;-0.1784711731;-0.1327126148;0.0255423633;0.5184232995;0.2492957905;8.5244083047
1441927260181440000;0.0034295189;0.0080397139;0.5964771202;0.8025824858;-0.1202136592;-0.0389914286;-0.0329961038;0.6648897797;0.179896367;8.556668973
1441927260201230000;0.0031235089;0.0073111837;0.5963946701;0.8026519717;-0.0727763357;-0.0533229261;0.0173622372;0.6230298117;0.3669118367;8.6301811695
1441927260241140000;0.0030245151;0.0054068221;0.597154855;0.8021020495;-0.0112808008;-0.0272067744;-0.0137302879;0.5053318053;0.254717315;8.6094639897
1441927260261380000;0.003175135;0.0054664569;0.597364228;0.8019451449;0.0120529052;-0.03740644;-0.0410828756;0.7454034507;0.209528872;8.6019129992
1441927260281370000;0.0033136064;0.0055146138;0.5973007795;0.8019915135;0.0585951362;-0.0332322346;-0.0170231575;0.6803723186;0.235337016;8.5587145805
1441927260301310000;0.0034291087;0.0056224647;0.5973067897;0.8019858029;0.0075203684;-0.0095218484;-0.0698255283;0.761175935;0.3049798556;8.5689145804
1441927260321160000;0.0039045999;0.0054793606;0.5976365645;0.8017389023;0.0126564254;-0.0150403644;0.085577377;0.7365884125;0.2442956213;8.616175592
1441927260341270000;0.0041384415;0.0049902859;0.5976963877;0.8016963256;-0.0351174156;-0.0405557112;-0.0173203049;0.748001349;0.3485714637;8.6078079939
1441927260361210000;0.0041997181;0.0045138296;0.5977348744;0.8016701364;-0.043896343;-0.0312331702;0.0061840936;0.759044899;0.2942111366;8.6870317698
1441927260381280000;0.0040530747;0.0023890348;0.5975160369;0.8018431585;-0.0881143209;-0.0444591729;-0.0075145958;0.6953072399;0.4366145857;8.8264677882
1441927260401180000;0.0039635267;0.0012687929;0.5978696275;0.8015825529;-0.089971368;-0.1264056419;0.0662633631;0.6132708997;0.1680592824;8.8830888271
1441927260421320000;0.0032504512;-0.0003743537;0.5976407754;0.8017573187;-0.0791638277;-0.0738563307;-0.0315920332;0.5856251515;0.2770711962;8.8057173133
1441927260441230000;0.0027138437;-0.001058297;0.5972413346;0.8020562968;-0.0708590511;-0.0168306432;-0.1005037872;0.6400208548;0.1433267234;8.7610206127
1441927260461380000;0.0021356737;-0.0012601187;0.5973876806;0.8019487578;-0.057947085;0.0653891805;0.0204791656;0.5291061156;0.2656689566;8.8004011869
1441927260481330000;0.0016191672;-0.0012096358;0.5973524588;0.8019762809;-0.0714212694;0.0788357429;0.0180581379;0.6617565304;0.2022467982;8.6601584911
1441927260501370000;0.0012224151;-0.0002976095;0.597121977;0.8021494634;0.0740260074;0.0967215076;0.0025928916;0.5773940928;0.2376978505;8.4725846887
1441927260521350000;0.0011893675;0.001602989;0.5969867098;0.8022486424;0.112237134;0.1496787069;0.0533989386;0.6289875999;0.2117343474;8.644898212
1441927260541480000;0.0008574412;0.0034665861;0.5970569747;0.8021908853;0.090401169;0.1334332828;0.0280010622;0.6376955241;0.1735095203;8.6872712612
1441927260561350000;0.0002637147;0.005350057;0.5965558028;0.802553725;0.0481771663;0.1375237568;-0.0797780941;0.6530224666;0.1925901994;8.7592220902
1441927260581250000;-0.0003141662;0.0068762649;0.5963057747;0.802727875;0.0365553228;0.1871076048;-0.0032059552;0.5839489669;0.2088496435;8.8134832621
1441927260601220000;-0.0008545374;0.0078665169;0.5963319277;0.8026989595;-0.0148895088;0.1302736253;-0.0008110926;0.6586480334;0.189776193;8.8917204499
1441927260621170000;-0.0027562389;0.008517206;0.5958807327;0.8030230462;-0.14080066;0.1132288785;-0.0623329451;0.6172844261;0.3143648177;8.9535256028
1441927260641450000;-0.0035864854;0.0084980131;0.5956588044;0.803184605;-0.110477159;0.0588809683;-0.0534296357;0.6377094701;0.1471633328;8.8627495766
1441927260661310000;-0.0051806389;0.0077177123;0.5956708609;0.8031748398;-0.1601930998;0.0261005701;0.0175469524;0.5637712635;0.0869153125;8.8687094092
1441927260681100000;-0.0068779677;0.006828355;0.5956410566;0.8031922552;-0.206720288;0.032569509;-0.000214553;0.6649523541;0.1796294216;8.8791716814
1441927260701240000;-0.0088126471;0.0053841855;0.5954104759;0.8033552844;-0.233869251;0.0367875047;-0.0209655025;0.6549633697;0.1856172375;8.996894002
1441927260721520000;-0.0102514061;0.004342432;0.5950895764;0.8035822597;-0.227862641;0.0230852247;-0.0866106169;0.6500261217;0.2214451786;8.9582248926
1441927260741270000;-0.0128313373;0.0027696446;0.5950091048;0.803611754;-0.2638384184;0.0434032171;-0.030693439;0.6161372766;0.2560530458;8.9753666401
1441927260761320000;-0.0146970107;0.0018466853;0.5948672001;0.8036875026;-0.2981188441;0.025045278;-0.0331295843;0.5977550291;0.2425554749;8.9842786431
1441927260781540000;-0.0167813513;0.0008817603;0.5947455659;0.8037383409;-0.2345188792;0.1000711234;-0.0330307103;0.6025207266;0.3153922215;8.9696930289
1441927260801320000;-0.0194489588;0.000392427;0.5948509102;0.8036006338;-0.2176354867;0.1131988597;-0.0050700902;0.6228856057;0.3108605757;9.0829806685
1441927260821310000;-0.0207050341;0.0004146794;0.5949817245;0.8034723872;-0.1439887634;0.0915764136;0.0422955917;0.6481970057;0.2549237486;9.0378990293
1441927260841460000;-0.0221259519;0.0005493947;0.5948545465;0.8035285987;-0.1499804763;0.0968233902;-0.1122492763;0.6594853774;0.2736286525;9.0860467434
1441927260861200000;-0.0232724896;0.0010523646;0.5950437444;0.8033556037;-0.0553180541;0.0560649709;-0.0680010466;0.5817504279;0.2751620732;9.08461622
1441927260881350000;-0.0238059637;0.0017356307;0.595307919;0.8031430416;-0.02285746;0.1103988704;0.0351728509;0.6129249513;0.3158493362;9.1354006767
1441927260901500000;-0.0242145382;0.0026746323;0.5955646;0.802937924;0.0026206007;0.0958232234;0.0615456273;0.5858018495;0.2597405206;9.0725341678
1441927260921440000;-0.0246793414;0.0031948939;0.5961001485;0.8025243521;-0.0627707896;0.090913919;0.019445599;0.5833836429;0.1855032053;9.0567908168
1441927260941360000;-0.0250890129;0.0046374769;0.5958017583;0.8027261675;0.0250550089;0.1281164565;0.0129895504;0.7098908097;0.1675075211;9.1136869788
1441927260961130000;-0.0249469926;0.0054696925;0.5958421481;0.8026953747;0.0276476524;0.0595461219;-0.0038855486;0.5139816456;0.1441415785;8.9942011833
1441927260981400000;-0.0248657139;0.0059330871;0.5957987191;0.8027268409;0.0569757345;0.0249899571;-0.0908750701;0.4663313508;0.1616067946;8.9531511784
1441927261001600000;-0.0244796681;0.0074456083;0.5958614148;0.8026795644;0.0853062173;0.057884842;0.0186274094;0.427908925;0.1212275574;8.8091776729
1441927261021700000;-0.0246872468;0.0078982968;0.5959305659;0.8026175411;-0.0018836172;0.0440324763;-0.018201597;0.5272914566;0.2647132542;8.7411375642
1441927261041410000;-0.0254265988;0.0080498094;0.5961724063;0.802413329;-0.0834727474;0.1009379408;0.0432264498;0.6877104685;0.1262088338;8.8925020099
1441927261061320000;-0.0262479559;0.0080037289;0.5957857273;0.8026744996;-0.0971870115;0.0479305118;-0.0705943745;0.6326589018;0.1362660879;8.8422631264
1441927261081330000;-0.0267722388;0.0079538992;0.5956912967;0.8027277632;-0.1249634153;0.0699574713;-0.0463078478;0.638951394;0.1770468567;8.8866940498
1441927261101260000;-0.0276482807;0.0088032043;0.5965048888;0.8020847797;0.038078988;0.1128125182;0.1023995002;0.4661082149;0.1610854078;8.9731709123
1441927261121360000;-0.0283014056;0.0093973954;0.5963659005;0.8021586078;-0.0359754445;0.0938608482;-0.0002228171;0.5220736824;0.0755796039;9.0517498136
1441927261141290000;-0.0288177279;0.0101001695;0.5967846655;0.801820172;0.017205736;0.0465673437;-0.019334256;0.6480190665;0.0919070119;9.0597710252
1441927261161160000;-0.0288243149;0.0106925709;0.5968082657;0.8017946881;0.0343647563;0.0977513187;0.0637351785;0.5245693222;0.1876619324;9.0233677387
1441927261181380000;-0.0287088366;0.0113307027;0.5964662524;0.8020445297;0.0539306304;0.0378876981;-0.051543044;0.4409734398;0.156947773;9.0061395407
1441927261201430000;-0.0285824746;0.0120726038;0.5966332535;0.8019139949;0.0290262045;0.0658908201;0.0136626176;0.4445546404;0.0045112271;9.0129007936
1441927261221360000;-0.0285896279;0.0133915386;0.5962413531;0.8021842361;0.0948175888;0.13658689;0.0483204277;0.3901665308;0.094163142;8.9033626556
1441927261241180000;-0.0286457841;0.0143003191;0.5960067931;0.8023408394;0.0362150873;0.0785308442;-0.0369216656;0.4850693308;0.1447015176;8.949947834
1441927261261310000;-0.0286586064;0.0153370217;0.5958458724;0.8024407495;0.0292923354;0.1102110177;-0.0385491566;0.5271633871;0.1199295392;8.9622904062
1441927261281290000;-0.0285617665;0.016270169;0.5956842017;0.8025458485;0.0584202705;0.0813356688;0.032659605;0.368193043;0.0804132015;9.0339912295
1441927261301430000;-0.0288119688;0.0168527605;0.595285186;0.802820903;0.0051255463;0.0817865753;-0.0580770806;0.4768144324;0.0595343695;9.0021207571
1441927261321300000;-0.0290256535;0.0172930508;0.5952028224;0.8028649089;0.0148284049;0.0984674261;0.024522901;0.4540932275;0.1712319236;9.0221399069
1441927261361480000;-0.0291225608;0.0181846723;0.5947751357;0.8031585971;0.029139832;0.0187770665;-0.0526805966;0.4762867846;0.1134205282;8.8148769856
1441927261381610000;-0.0293437485;0.0189414441;0.5942940043;0.8034891428;0.0251647686;0.087515301;-0.044859858;0.3542555161;0.0862210976;8.7898279309
1441927261401170000;-0.0293923933;0.0195974532;0.5938193509;0.8038224963;0.0423046798;0.1007304056;-0.0383979681;0.3133754186;0.0850723691;8.8415458202
1441927261441390000;-0.029332257;0.0219045709;0.5926549465;0.804624088;0.1614209668;0.0988414171;0.0184879908;0.3976604961;0.2500327013;8.7063149214
1441927261461230000;-0.0283095784;0.0228827274;0.5920388694;0.8050869056;0.1240302104;0.0604071385;-0.029550791;0.488015952;0.1739146478;8.69931885
1441927261481430000;-0.0261626879;0.0237649553;0.5913272747;0.8056567476;0.2440773638;-0.0624426507;-0.1388075918;0.3565737642;-0.0922750931;8.5626416564
1441927261501330000;-0.0235618263;0.02495152;0.5908678379;0.8060381258;0.2587218868;-0.0239466949;-0.0593241474;0.3998382621;0.082873958;8.4266157627
1441927261521440000;-0.0200044628;0.0253970252;0.5903413673;0.8065059718;0.3729889237;-0.2455616933;3.13222400734e-05;0.5411198981;0.118193436;8.4067356348
1441927261581170000;-0.0120261607;0.0229198044;0.5897098161;0.8072003387;0.1494779212;-0.3273391805;-0.046370715;0.1890776884;-0.0085130909;8.3570744515
1441927261601390000;-0.0066923288;0.0191709942;0.5890322812;0.8078543541;0.0592171174;-0.2351116822;-0.0500422737;0.4121682391;-0.0858054193;8.228090775
1441927261621170000;-0.005383606;0.0177779641;0.5886206827;0.8081959247;0.0097832481;-0.1316097083;-0.0771110049;0.3411698997;0.0807371994;8.3228546262
1441927261641610000;-0.0051579982;0.0175544258;0.5887021229;0.8081429624;0.0361929748;-0.1218224582;0.0396804508;0.3347402111;0.0156035955;8.1926705718
1441927261661480000;-0.0045060145;0.0170433153;0.5883293438;0.8084292205;0.0251329251;-0.0221596764;-0.0109011536;0.3543821618;0.035965562;8.2584600449
1441927261701360000;-0.004244797;0.0173852441;0.58735367;0.8091324992;0.0210494212;0.036621569;-0.021498426;0.2518592801;0.0535372304;8.235108459
1441927261721310000;-0.0045493729;0.018232367;0.587413388;0.8090688448;0.0412978135;0.0986939945;0.0468547154;0.3868259899;0.0622606841;8.210662806
1441927261741690000;-0.0051326128;0.0191295418;0.5868796043;0.8094319285;0.0529689837;0.102643504;-0.1299803281;0.2864295807;0.0396557339;8.0892131805
1441927261761440000;-0.0052223976;0.0205002932;0.5861528485;0.8099242574;0.0500272768;0.0947634767;-0.0873309936;0.4013278186;0.060967631;7.9831465006
1441927261781270000;-0.0051942118;0.0215846106;0.5859464908;0.8100455757;0.0846460696;0.0955455722;-0.0193438538;0.3799535707;-0.0624857458;7.9327388048
1441927261801500000;-0.0051128071;0.0228039996;0.5857412226;0.8101611303;0.1094124439;0.0973412918;-0.0295114511;0.2072235476;-0.0242226562;7.9956351042
1441927261821440000;-0.0053027892;0.0237896505;0.5852108211;0.8105147918;0.0548497289;0.0881067309;-0.0788004726;0.3539170153;0.1654393699;7.9960474968
1441927261841620000;-0.005365874;0.0242977969;0.5848064733;0.8107911033;0.0058332559;0.0675857599;-0.066536516;0.302198834;0.0708539919;7.9892704725
1441927261861360000;-0.0057560082;0.0247480494;0.5848091835;0.8107728543;0.0056122484;0.020657225;0.0537666587;0.3104158737;0.0344697603;8.0961052775
1441927261881360000;-0.0065586269;0.0248466709;0.5848049015;0.8107668312;-0.0539384825;0.1054666129;-0.0540046246;0.3224350594;-0.0143563495;8.1561510444
1441927261901210000;-0.0073810662;0.0253433627;0.5842577013;0.811138812;-0.039842629;0.0951380836;-0.1043413274;0.2507766947;0.0528855653;8.1609905243
1441927261921760000;-0.0083216193;0.0255555744;0.5840460865;0.8112754354;-0.0236900494;0.0792892625;0.0232254568;0.3759368315;0.0819739301;8.3391896963
1441927261941340000;-0.0091012959;0.0260694116;0.5840569173;0.8112429165;-0.0285442763;0.1517903439;0.03840287;0.3177512489;0.0725263296;8.4383216381
1441927261961370000;-0.0105276933;0.0268174696;0.5841786777;0.8111135947;-0.0966609041;0.1617056754;0.0223779682;0.2477076445;0.0538155936;8.3840417743
1441927261981590000;-0.0118113396;0.0273721569;0.5837329504;0.8113982376;-0.03573514;0.1436162371;-0.0605945876;0.3312573992;0.1378221709;8.3252022266
1441927262001620000;-0.0125772832;0.0280876143;0.5835598645;0.8114867728;-0.0030266659;0.1004176756;-0.0175418695;0.3490408815;0.1441774748;8.3775743365
1441927262021560000;-0.0129563842;0.0290688004;0.5832033414;0.8117025314;0.0452891221;0.1163621624;0.0113296209;0.3147229962;0.0633783216;8.4726331711
1441927262041460000;-0.012439552;0.0300410843;0.5831200066;0.8117350853;0.1359384519;0.0663518466;-0.0161256754;0.395628579;0.0192765916;8.4583361149
1441927262061260000;-0.0117791834;0.0302259345;0.5831417664;0.8117224427;0.0870075194;-0.0435067266;-0.0295725062;0.3096759327;-0.0468748955;8.5185197353
1441927262081460000;-0.0106785379;0.0301208472;0.582809251;0.8119803448;0.1012558223;-0.1139866061;0.0019684732;0.1726600923;0.0716050587;8.4273225546
